cliente_id,frecuencia_compra,monto_total_gastado,monto_promedio_compra,dias_desde_ultima_compra,antiguedad_cliente_meses,canal_principal,numero_productos_distintos,fecha_reseña,producto_categoria,reseña_id,texto_reseña,longitud_reseña,cluster_clientes,cluster_reseñas
504,58.0,14876.17,139.83,100.0,4.0,tienda física,31.0,2024-09-24,electronica,504.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,11,5.0
505,95.0,15956.15,416.09,121.0,32.0,marketplace,19.0,2024-05-04,electronica,505.0,este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario,16,11,5.0
506,13.0,5471.86,1051.89,341.0,179.0,tienda física,19.0,2025-08-08,servicios,506.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,9,1.0
507,64.0,17840.47,413.43,307.0,201.0,marketplace,46.0,2024-12-13,educacion,507.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,26,2.0
508,99.0,8926.67,1018.1,243.0,84.0,móvil,1.0,2025-09-07,electronica,508.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,8,5.0
509,42.0,9155.77,656.96,309.0,193.0,call center,27.0,2024-04-02,alimentos,509.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura ..,14,26,3.0
510,72.0,14625.57,463.82,42.0,233.0,móvil,24.0,2025-09-30,servicios,510.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,7,1.0
511,35.0,16408.71,163.12,337.0,183.0,web,36.0,2024-06-19,electronica,511.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario ..,17,26,5.0
512,85.0,19486.7,81.49,187.0,103.0,tienda física,37.0,2023-03-08,salud,512.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,3,5.0
513,39.0,10388.75,1151.46,253.0,41.0,call center,17.0,2023-09-14,alimentos,513.0,el producto alimenticio viene bien empacado yyy cumple con lo básico para el consumo diario,15,0,0.0
514,79.0,2133.67,415.8,322.0,180.0,móvil,35.0,2025-07-28,ropa,514.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,2,3.0
515,76.0,5603.54,665.08,130.0,4.0,marketplace,36.0,2024-09-18,electronica,515.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,27,5.0
516,58.0,3908.17,1293.32,291.0,199.0,call center,32.0,2025-05-10,electronica,516.0,este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario,16,9,5.0
517,55.0,19713.17,421.91,8.0,103.0,web,44.0,2024-09-16,hogar,517.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,22,4.0
518,46.0,3372.81,468.38,171.0,216.0,marketplace,42.0,2024-09-29,electronica,518.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,14,5.0
519,42.0,10388.75,1291.3,200.0,27.0,marketplace,48.0,2024-01-15,alimentos,519.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,0,0.0
520,28.0,1521.87,1077.08,223.0,61.0,call center,42.0,2024-07-10,alimentos,520.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,1,0.0
521,44.0,8436.83,1466.36,48.0,146.0,marketplace,2.0,2024-03-10,electronica,521.0,este  producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,12,5.0
522,70.0,15407.83,476.74,237.0,143.0,móvil,20.0,2025-10-05,ropa,522.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,23,4.0
523,69.0,13726.95,883.05,38.0,57.0,tienda física,4.0,2025-07-16,educacion,523.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,19,2.0
524,70.0,10402.58,1124.69,183.0,212.0,marketplace,22.0,2024-03-29,servicios,524.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,7,1.0
525,20.0,10388.75,781.23,331.0,41.0,web,22.0,2024-10-28,salud,525.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo ..,16,5,1.0
526,36.0,16775.35,981.17,304.0,3.0,tienda física,37.0,2025-01-06,electronica,526.0,la  interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,0,5.0
527,14.0,9990.24,1445.12,208.0,135.0,web,26.0,2024-03-29,servicios,527.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,0,1.0
528,14.0,19292.6,332.46,272.0,148.0,tienda física,11.0,2023-06-28,educacion,528.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,4,2.0
529,6.0,3126.11,1314.62,174.0,42.0,call center,48.0,2025-12-03,electronica,529.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,1,5.0
530,17.0,15324.23,552.91,195.0,6.0,tienda física,39.0,2024-11-25,salud,530.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,20,5.0
531,70.0,16948.92,277.83,5.0,3.0,móvil,28.0,2024-01-23,salud,531.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,11,1.0
532,63.0,10388.75,967.71,187.0,97.0,tienda física,50.0,2025-04-09,salud,532.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,13,5.0
533,10.0,10388.75,962.7,261.0,109.0,web,10.0,2025-10-26,electronica,533.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,5,5.0
534,45.0,15957.86,1403.76,248.0,132.0,móvil,28.0,2023-09-09,electronica,534.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,0,5.0
535,77.0,11730.27,1224.91,246.0,60.0,call center,27.5,2025-08-01,educacion,535.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,21,2.0
536,8.0,19606.33,357.5,71.0,57.0,tienda física,46.0,2023-10-08,salud,536.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,6,1.0
537,9.0,5158.58,153.19,147.0,192.0,web,19.0,2025-05-08,salud,537.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,18,5.0
538,91.0,3481.06,1030.75,116.0,16.0,web,39.0,2023-06-02,alimentos,538.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,27,3.0
539,79.0,10024.76,925.41,272.0,118.0,web,33.0,2024-09-02,servicios,539.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,13,1.0
540,28.0,14101.44,286.91,298.0,110.0,marketplace,25.0,2023-02-01,electronica,540.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,3,5.0
541,57.0,8635.62,1329.53,167.0,134.0,call center,45.0,2024-03-20,educacion,541.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,25,2.0
542,100.0,12099.27,618.76,120.0,95.0,tienda física,45.0,2024-04-08,electronica,542.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,27,5.0
543,93.0,16028.96,727.04,228.0,75.0,web,22.0,2025-04-25,ropa,543.0,el  diseño es atractivo y el color coincide con lo esperado después de varios usos,15,21,3.0
544,69.0,3209.45,1020.71,331.0,70.0,tienda física,9.0,2023-10-30,electronica,544.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,8,5.0
545,82.0,17862.12,418.75,280.0,232.0,web,30.0,2025-08-02,servicios,545.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,26,1.0
546,56.0,16008.34,625.98,133.0,201.0,marketplace,2.0,2024-10-17,alimentos,546.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,7,0.0
547,73.0,10388.75,933.43,179.0,138.0,móvil,39.0,2023-01-03,alimentos,547.0,el producto alimenticio viene muuy empacado y cumple con lo básico para el consumo diario,15,13,0.0
548,65.0,4475.21,781.23,15.0,125.0,móvil,26.0,2024-01-15,alimentos,548.0,el  producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,14,0.0
549,4.0,1468.89,142.51,26.0,46.0,web,36.0,2024-03-12,ropa,549.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,15,4.0
550,55.0,6599.52,173.78,346.5,146.0,marketplace,45.0,2024-04-06,servicios,550.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,26,1.0
551,34.0,14036.18,941.49,346.5,164.0,web,5.0,2024-03-10,salud,551.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,4,1.0
552,42.0,1979.85,1124.52,306.0,169.0,tienda física,49.0,2024-04-14,alimentos,552.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,9,0.0
553,40.0,14574.57,63.83,210.0,75.0,marketplace,27.0,,salud,553.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,3,1.0
554,66.0,17077.06,973.77,226.0,19.0,web,8.0,2025-11-05,alimentos,554.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,19,0.0
555,91.0,5329.07,1251.89,150.0,91.0,call center,28.0,2025-10-10,educacion,555.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,27,2.0
556,98.0,14041.02,919.54,255.0,135.0,móvil,4.0,2023-05-25,ropa,556.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,23,3.0
557,76.0,2416.81,1115.68,209.0,180.0,móvil,5.0,2023-06-08,servicios,557.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,8,1.0
558,61.0,19915.63,46.79,123.0,89.0,call center,10.0,2024-08-21,alimentos,558.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario ..,16,11,0.0
559,28.0,1445.13,925.18,217.0,191.0,marketplace,25.0,2025-05-10,hogar,559.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,9,4.0
560,20.0,19634.81,319.98,191.0,28.0,tienda física,17.0,2023-01-13,ropa,560.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco ..,18,20,4.0
561,8.0,8294.52,1367.66,155.0,42.0,marketplace,18.0,2024-10-27,educacion,561.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,0,2.0
562,53.0,1378.36,1331.23,3.0,132.0,marketplace,27.5,2023-02-14,electronica,562.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,25,5.0
563,100.0,18587.22,1085.33,200.0,25.0,tienda física,31.0,2025-09-09,salud,563.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,21,1.0
564,19.0,574.4,1059.94,209.0,157.0,marketplace,6.0,2025-02-15,educacion,564.0,el contenido educativo es comprensible y bien estructurado aunq el ritmo es algo rápido,14,12,2.0
565,89.0,10388.75,1228.2,278.0,104.0,marketplace,34.0,2025-08-05,salud,565.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,13,5.0
566,82.0,890.01,959.81,346.5,7.0,móvil,32.0,2023-03-06,electronica,566.0,este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario,16,17,5.0
567,34.0,1823.12,1167.05,309.0,53.0,marketplace,21.0,2025-06-05,electronica,567.0,la  interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,5,5.0
568,12.0,5568.13,795.68,220.0,91.0,web,50.0,,educacion,568.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,1,2.0
569,54.0,428.43,63.12,134.0,193.0,marketplace,36.0,2024-03-28,hogar,569.0,cumple su función en casa yyy ayuda a mantener el espacio organizado sin complicaciones,14,14,4.0
570,31.0,14225.64,90.33,26.0,116.0,web,35.0,2023-08-10,salud,570.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,10,1.0
571,90.0,4860.51,808.84,330.0,138.0,móvil,35.0,2023-10-27,educacion,571.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,13,2.0
572,89.0,4744.07,1404.83,346.5,24.0,web,21.0,,servicios,572.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,17,1.0
573,16.0,8676.95,265.13,132.0,195.0,tienda física,34.0,2023-02-27,salud,573.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,18,5.0
574,66.0,12497.66,809.76,36.0,98.0,web,20.0,2025-08-04,alimentos,574.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,19,0.0
575,65.0,32.4,1151.92,216.0,90.0,móvil,21.0,2025-02-09,salud,575.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,8,5.0
576,92.0,7920.28,1399.63,271.0,116.0,web,16.0,2024-01-12,hogar,576.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,8,4.0
577,53.0,4557.76,856.08,131.0,45.0,call center,13.0,2025-09-25,alimentos,577.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,15,3.0
578,39.0,12909.15,901.71,285.0,36.0,móvil,32.0,2023-01-26,electronica,578.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,0,5.0
579,21.0,10262.46,781.23,58.0,29.0,web,30.0,,hogar,579.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,6,4.0
580,24.0,16141.11,78.48,131.0,29.0,web,19.0,2025-08-01,salud,580.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica ..,14,20,5.0
581,58.0,2511.54,502.97,53.0,118.0,tienda física,46.0,2023-12-05,educacion,581.0,el contenido educativo es comprensible yyy bien estructurado aunque el ritmo es algo rápido,14,14,2.0
582,0.0,8076.3,575.15,345.0,11.0,call center,46.0,2024-05-13,servicios,582.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,1,1.0
583,72.0,10010.57,1007.78,241.0,49.0,marketplace,38.0,2024-06-29,educacion,583.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,13,2.0
584,32.0,15508.84,709.2,8.0,157.0,web,35.0,2025-11-07,alimentos,584.0,el  producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,10,0.0
585,26.0,17289.4,1365.17,262.0,199.0,marketplace,39.0,2024-05-09,servicios,585.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,16,1.0
586,71.0,9998.0,1461.22,49.0,208.0,tienda física,15.0,2024-07-04,hogar,586.0,cumple su función en casa yyy ayuda a mantener el espacio organizado sin complicaciones,14,7,4.0
587,80.0,7579.69,1251.29,68.0,121.0,call center,24.0,2025-11-28,electronica,587.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,25,5.0
588,94.0,13760.79,232.76,52.0,219.0,web,7.0,2023-03-08,electronica,588.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,7,5.0
589,77.0,4565.57,280.28,278.0,49.0,móvil,16.0,2024-10-08,electronica,589.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,24,5.0
590,5.0,3401.59,1465.5,271.0,205.0,web,38.0,2023-07-06,electronica,590.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,9,5.0
591,95.0,19493.2,889.5,70.0,205.0,call center,30.0,2025-10-22,ropa,591.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,22,3.0
592,2.0,6588.2,1278.83,321.0,229.0,web,27.0,,salud,592.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,9,5.0
593,55.0,17207.86,98.64,322.0,53.0,call center,3.0,2023-11-16,ropa,593.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,23,3.0
594,75.0,7876.02,1356.86,29.0,58.0,móvil,21.0,2023-07-01,servicios,594.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,27,1.0
595,50.0,5070.87,458.67,346.5,14.0,tienda física,9.0,2025-03-03,educacion,595.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido ..,15,5,2.0
596,9.0,14045.68,638.12,150.0,97.0,tienda física,17.0,2023-02-14,ropa,596.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,20,4.0
597,42.0,17221.59,610.71,187.0,105.0,móvil,3.0,2025-05-08,educacion,597.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,4,2.0
598,75.0,2191.3,272.68,62.0,141.0,web,23.0,2024-08-14,ropa,598.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,14,3.0
599,96.0,787.18,1372.41,120.0,58.0,tienda física,29.0,2025-01-25,ropa,599.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,17,4.0
600,40.0,19019.14,143.14,215.0,217.0,tienda física,8.0,2024-04-12,salud,600.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,4,5.0
601,80.0,16879.6,664.19,207.0,156.0,tienda física,19.0,2023-08-20,ropa,601.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,23,3.0
602,19.0,16565.24,199.31,3.0,80.0,call center,19.0,2025-01-12,electronica,602.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,10,5.0
603,20.0,5395.04,213.97,125.0,223.0,móvil,24.0,2025-02-02,servicios,603.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,18,1.0
604,40.0,1049.98,12.69,4.0,169.0,marketplace,6.0,,servicios,604.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,15,1.0
605,16.0,8005.74,1335.49,161.0,108.0,móvil,2.0,2024-06-03,educacion,605.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,12,2.0
606,86.0,6210.73,612.04,273.0,58.0,marketplace,47.0,2023-09-12,alimentos,606.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,13,3.0
607,63.0,13768.19,875.05,80.0,51.0,marketplace,27.5,2025-03-16,educacion,607.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,27,2.0
608,29.0,4173.23,1378.67,213.0,201.0,móvil,34.0,2023-03-10,salud,608.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,9,1.0
609,15.0,3606.88,1091.07,114.0,63.0,marketplace,15.0,2024-09-22,educacion,609.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,12,2.0
610,10.0,14213.47,1349.78,286.0,148.0,tienda física,39.0,,educacion,610.0,el  contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,0,2.0
611,12.0,16757.48,850.14,241.0,57.0,web,12.0,2024-05-09,hogar,611.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,20,4.0
612,22.0,9398.73,751.95,3.0,27.0,móvil,47.0,2024-04-24,hogar,612.0,cumple su función en casa yyy ayuda a mantener el espacio organizado sin complicaciones,14,6,4.0
613,50.0,9162.99,1330.5,158.0,192.0,móvil,24.0,2024-04-20,electronica,613.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,25,5.0
614,37.0,2991.96,1409.68,267.0,5.0,móvil,32.0,2023-11-08,alimentos,614.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,17,3.0
615,93.0,1716.84,107.11,109.0,187.0,web,11.0,2023-06-11,salud,615.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,14,5.0
616,53.0,10535.57,22.06,38.0,147.0,call center,26.0,,educacion,616.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido ..,15,10,2.0
617,5.0,15113.69,1271.1,140.0,225.0,marketplace,15.0,2025-02-07,salud,617.0,las instalaciones están limpias y el personal explica los procedimientos de forma básica,13,4,5.0
618,98.0,548.81,1170.85,346.0,15.0,call center,6.0,2023-06-12,electronica,618.0,este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario,16,17,5.0
619,5.0,9328.62,414.53,342.0,118.0,call center,18.0,2025-07-20,hogar,619.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,5,4.0
620,53.0,15003.4,555.23,101.0,124.0,web,45.0,2023-02-28,educacion,620.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,22,2.0
621,46.0,10292.65,239.68,119.0,117.0,web,46.0,2025-05-22,educacion,621.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido ..,15,14,2.0
622,82.0,1942.95,1061.92,163.0,145.0,call center,7.0,2023-11-25,salud,622.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,8,1.0
623,97.0,10967.8,1400.9,115.0,134.0,web,41.0,2025-09-15,educacion,623.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,25,2.0
624,11.0,6513.44,788.65,200.0,104.0,tienda física,40.0,2023-05-27,electronica,624.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,1,5.0
625,77.0,6814.48,637.42,177.0,207.0,marketplace,11.0,2023-03-22,educacion,625.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,7,2.0
626,44.0,19972.48,1060.69,100.0,177.0,call center,25.0,2023-01-29,ropa,626.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,16,4.0
627,92.0,6102.55,1426.67,110.0,203.0,marketplace,40.0,2024-04-29,educacion,627.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,25,2.0
628,39.0,11489.82,630.4,139.0,118.0,call center,21.0,2024-03-07,educacion,628.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,10,2.0
629,32.0,11366.88,721.9,282.0,123.0,web,50.0,2025-11-27,servicios,629.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,1,1.0
630,1.0,4586.22,101.33,184.0,128.0,web,10.0,2025-12-01,salud,630.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,18,1.0
631,78.0,10388.75,1104.93,241.0,114.0,móvil,34.0,2023-08-22,electronica,631.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,13,5.0
632,12.0,14084.3,898.41,198.0,122.0,móvil,44.0,2023-09-22,servicios,632.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,1,1.0
633,96.0,19494.13,1301.24,112.0,60.0,call center,19.0,2023-04-16,electronica,633.0,la interfaz es intuitiva y el dispositivo responde bien en tareas comunes y prolongadas,14,19,5.0
634,74.0,15540.39,779.06,118.0,186.0,web,6.0,2023-09-20,hogar,634.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,7,4.0
635,58.0,12301.73,1054.77,303.0,61.0,marketplace,18.0,2025-03-21,hogar,635.0,cumple su función en casa y ayuda a mantener el espacio organizado sin complicaciones,14,21,4.0
636,76.0,14960.34,103.65,69.0,19.0,web,20.0,2024-06-27,ropa,636.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,11,3.0
637,65.0,7098.07,446.14,299.0,47.0,marketplace,32.0,2025-05-16,hogar,637.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,24,4.0
638,53.0,16998.01,731.02,244.0,97.0,call center,28.0,2023-10-29,alimentos,638.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,21,0.0
639,53.0,15895.58,1340.51,157.0,175.0,móvil,8.0,2025-04-07,electronica,639.0,este producto electrónico ofrece un rendimiento estable aunq la batería podría mejorar con el uso diario,16,7,5.0
640,41.0,17912.9,1051.26,50.0,9.0,móvil,17.0,2024-04-11,servicios,640.0,el servicio fue adecuado con tiempos razonables aunque la atención podría ser más clara,14,19,1.0
641,7.0,17995.66,553.2,285.0,83.0,call center,42.0,2025-06-02,servicios,641.0,la experiencia general fue correcta pero hubo pequeños retrasos durante el proceso,12,20,1.0
642,68.0,9147.99,382.43,230.0,79.0,web,32.0,2025-11-26,educacion,642.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,24,2.0
643,50.0,13559.11,778.76,187.0,43.0,marketplace,2.0,2024-02-12,alimentos,643.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario ..,16,19,0.0
644,38.0,11620.33,1468.17,346.5,76.0,web,44.0,2023-09-22,alimentos,644.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura,13,0,3.0
645,11.0,19463.77,1256.83,125.0,145.0,marketplace,44.0,2025-11-20,electronica,645.0,la interfaz es intuitiva yyy el dispositivo responde bien en tareas comunes yyy prolongadas,14,16,5.0
646,68.0,6985.49,958.11,266.0,107.0,tienda física,47.0,2024-11-28,alimentos,646.0,el sabor es aceptable y la textura resulta agradable aunque esperaba mayor frescura ..,14,13,3.0
647,70.0,10388.75,548.47,144.0,97.0,web,19.0,2024-06-30,salud,647.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,11,1.0
648,42.0,10388.75,865.6,91.0,10.0,call center,10.0,2023-05-18,ropa,648.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,19,4.0
649,89.0,19050.86,781.23,43.0,28.0,móvil,2.0,2024-02-26,ropa,649.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,19,4.0
650,88.0,16938.74,1000.39,152.0,230.0,web,12.0,2023-04-02,ropa,650.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,7,4.0
651,62.0,13890.11,781.23,46.0,29.0,web,18.0,2024-04-23,alimentos,651.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario ..,16,19,0.0
652,18.0,5189.61,312.3,190.0,182.0,web,37.0,2024-12-08,electronica,652.0,este producto electrónico ofrece un rendimiento estable aunque la batería podría mejorar con el uso diario,16,18,5.0
653,99.0,3694.16,60.97,305.0,18.0,tienda física,24.0,2023-03-13,alimentos,653.0,el producto alimenticio viene bien empacado y cumple con lo básico para el consumo diario,15,24,0.0
654,80.0,12291.87,963.31,314.0,126.0,call center,36.0,2023-08-07,ropa,654.0,el diseño es atractivo y el color coincide con lo esperado después de varios usos,15,13,3.0
655,3.0,14949.0,1263.66,154.0,168.0,móvil,7.0,2024-09-24,educacion,655.0,el contenido educativo es comprensible y bien estructurado aunque el ritmo es algo rápido,14,4,2.0
656,67.0,10388.75,1154.89,307.0,107.0,call center,11.0,2025-02-01,salud,656.0,la atención en salud fue profesional aunque el tiempo de espera resultó un poco largo ..,16,8,1.0
657,75.0,16996.4,504.55,138.0,99.0,call center,29.0,2025-10-16,educacion,657.0,la metodología utilizada facilita el aprendizaje pero requiere mayor acompañamiento con una experiencia de uso razonablemente consistente,17,11,2.0
658,78.0,13902.18,1417.25,235.0,83.0,móvil,47.0,2025-09-08,salud,658.0,la  atención en salud fue profesional aunque el tiempo de espera resultó un poco largo,15,21,1.0
659,12.0,5231.76,526.87,265.0,139.0,web,29.0,2025-09-02,ropa,659.0,la prenda es cómoda y la tela se siente agradable aunque la talla puede variar un poco,17,18,4.0
660,77.0,9684.82,1124.97,28.0,37.0,call center,42.0,2023-10-21,hogar,660.0,el artículo para el hogar es funcional y fácil de usar aunque los materiales se sienten normales,17,27,4.0
